,sentence,pos_tags,chunk_id,chunk_type
418,दिन में काम रात में पढाई कर ऊंची - ऊंची शैक्षणिक योग्यतायें हासिल किया पर यहां भी शैक्षणिक योग्यतायें काम नहीं आ रही हैं ।,NN PSP NN NN PSP NN VM JJ SYM RDP JJ NN JJ VM CC PRP RP JJ NN NN NEG VM VAUX VAUX SYM,NP NP NP2 NP3 NP3 NP4 VGNF NP5 NP5 NP5 NP5 NP5 JJP VGF CCP NP6 NP6 NP7 NP7 NP8 VGF2 VGF2 VGF2 VGF2 BLK,head child head head child head head child child child child head head head head head child child head head child head child child head
419,मेरा कैरियर सामन्तवाद की बलि चढ़ गया ।,PRP NN NN PSP NN VM VAUX SYM,NP NP2 NP3 NP3 NP4 VGF VGF BLK,head head head child head head child head
420,पुष्पा की बीमारी की वजह से अपने कैरियर का जनाजा निकलते हुए देख रहा हूं ।,NNP PSP NN PSP PSP PSP PRP NN PSP NN VM VAUX VM VAUX VAUX SYM,NP NP NP2 NP2 NP2 NP2 NP3 NP4 NP4 NP5 VGNF VGNF VGF VGF VGF BLK,head child head child child child head head child head head child head child child head
421,दानवीर - अर्धसरकारी विभाग में सामन्तवाद ।,NNP SYM JJ NN PSP NN SYM,NP BLK NP2 NP2 NP2 NP3 BLK2,head head child head child head head
422,भवानीनन्दन - जातिवाद का कहर मानो या सामन्तवाद का ।,NNP SYM NN PSP NN VM CC NN PSP SYM,NP BLK NP2 NP2 NP3 VGF CCP NP4 NP4 BLK2,head head head child head head head head child head
423,इसी चक्रव्यूह में फंसी मेरी उम्मीदें दम तोड़ रहीं हैं ।,DEM NN PSP VM PRP NN NN VM VAUX VAUX SYM,NP NP NP VGNF NP2 NP3 NP4 VGF VGF VGF BLK,child head child head head head head head child child head
424,मैं तरक्की से दूर फेंका जा रहा हूं ऊंची - ऊंची शैक्षणिक योग्यताओं के बाद भी जबकि विभाग में न्यूनतम् शैक्षणिक योग्यता और जातीय श्रेष्ठता रखने वालों के लिये मुंह मांगी तरक्की मिल रही है ।,PRP NN PSP NST VM VAUX VAUX VAUX JJ SYM RDP JJ NN PSP NST RP CC NN PSP JJ JJ NN CC JJ NN VM PSP PSP PSP NN VM NN VM VAUX VAUX SYM,NP NP2 NP2 NP2 VGF VGF VGF VGF NP3 NP3 NP3 NP3 NP3 NP3 NP3 NP3 CCP NP4 NP4 NP5 NP5 NP5 CCP2 NP6 NP6 VGNN VGNN VGNN VGNN NP7 VGNF NP8 VGF2 VGF2 VGF2 BLK,head head child child head child child child child child child child head child child child head head child child child head head child head head child child child head head head head child child head
425,"कहने को अपने देश में समानता का हक हासिल है , देश में लोकतन्त्र है पर सच्चाई तो ये है कि आज भी सामन्तवाद की जड़ें बहुत मजबूत हैं ।",VM PSP PRP NN PSP NN PSP NN JJ VM SYM NN PSP NN VM CC NN RP PRP VM CC NN RP NN PSP NN QF JJ VM SYM,VGNN VGNN NP NP2 NP2 NP3 NP3 NP4 JJP VGF VGF NP5 NP5 NP6 VGF2 CCP NP7 NP7 NP8 VGF3 CCP2 NP9 NP9 NP10 NP10 NP11 JJP2 JJP2 VGF4 BLK,head child head head child head child head head head child head child head head head head child head head head head child head child head child head head head
426,यही मजबूती कमजोर वर्ग को पनपने नहीं दे रही है ।,DEM NN JJ NN PSP VM NEG VAUX VAUX VAUX SYM,NP NP NP2 NP2 NP2 VGF VGF VGF VGF VGF BLK,child head child head child head child child child child head
427,जाति के नाम पर तरक्की के रास्ते बन्द पड़े हैं ।,NN PSP NN PSP NN PSP NN JJ VM VAUX SYM,NP NP NP2 NP2 NP3 NP3 NP4 JJP VGF VGF BLK,head child head child head child head head head child head
428,दानवीर - ठीक कह रहे हो भवानीनन्दन ।,NNP SYM JJ VM VAUX VAUX NNP SYM,NP BLK JJP VGF VGF VGF NP2 BLK2,head head head head child child head head
429,अगर तुम्हारे साथ अन्याय नहीं हुआ होता तो तुम विभाग में बड़े ओहदे पर जरूर होते क्योंकि शैक्षणिक योग्यतायें जो हैं पर अफसोस सामन्तवाद का दीमक चट कर रहा है हक को ।,CC PRP NST NN NEG VM VAUX CC PRP NN PSP JJ NN PSP RB VM CC JJ NN RP VM CC NN NN PSP NN NN VM VAUX VAUX NN PSP SYM,CCP NP NP NP2 VGF VGF VGF CCP2 NP3 NP4 NP4 NP5 NP5 NP5 RBP VGF2 CCP3 NP6 NP6 NP6 VGF3 CCP4 NP7 NP8 NP8 NP9 NP10 VGF4 VGF4 VGF4 NP11 NP11 BLK,head head child head child head child head head head child child head child head head head child head child head head head head child head head head child child head child head
430,भवानीनन्दन - बूढ़ी व्यवस्था का असर वर्तमान में पढ़े लिखों के दिल में इतनी गहराई तक जगह बनाये हुए है कि वे अपनी जातीय श्रेष्ठता के अभिमान में ऊंची - ऊंची शैक्षणिक योग्यताओं को रौंदने में तनिक भी कोर - कसर नहीं छोड़ रहे ।,NNP SYM JJ NN PSP NN NN PSP NNC NN PSP NN PSP QF NN PSP NN VM VAUX VAUX CC PRP PRP JJ NN PSP NN PSP JJ SYM RDP JJ NN PSP VM PSP QF RP NNC SYM NN NEG VM VAUX SYM,NP BLK NP2 NP2 NP2 NP3 NP4 NP4 NP5 NP5 NP5 NP6 NP6 NP7 NP7 NP7 NP8 VGF VGF VGF CCP NP9 NP10 NP11 NP11 NP11 NP12 NP12 NP13 NP13 NP13 NP13 NP13 NP13 VGNN VGNN NP14 NP14 NP14 NP14 NP14 VGF2 VGF2 VGF2 BLK2,head head child head child head head child child head child head child child head child head head child child head head head child head child head child child child child child head child head child child child child child head child head child head
431,मैं इस साहब से कैडर चेंज करने के आशय से अनुरोध किया तो वे एक झटके में बोले तुम्हारे जैसे लोगों के लिये प्रशासन में जगह नहीं है ।,PRP DEM NN PSP NN UNK VM PSP NN PSP NN VM CC PRP QC NN PSP VM PRP PSP NN PSP PSP NN PSP NN NEG VM SYM,NP NP2 NP2 NP2 NP3 BLK VGNN VGNN NP4 NP4 NP5 VGF CCP NP6 NP7 NP7 NP7 VGF2 NP8 NP8 NP9 NP9 NP9 NP10 NP10 NP11 VGF3 VGF3 BLK2,head child head child head head head child head child head head head head child head child head head child head child child head child head child head head
432,दानवीर - सच जातिवाद का नर पिशाच तुम्हारे लिये तो काफी घातक सिद्ध हो रहा है ।,NNP SYM NN NN PSP NNC NN PRP PSP RP INTF JJ JJ VM VAUX VAUX SYM,NP BLK NP2 NP3 NP3 NP4 NP4 NP5 NP5 NP5 JJP JJP JJP2 VGF VGF VGF BLK2,head head head head child child head head child child child head head head child child head
433,भवानीनन्दन - मेरे सपनों की बारात को ठग चुका है ये नर पिशाच ।,NNP SYM PRP NN PSP NN PSP VM VAUX VAUX DEM NNC NN SYM,NP BLK NP2 NP3 NP3 NP4 NP4 VGF VGF VGF NP5 NP5 NP5 BLK2,head head head head child head child head child child child child head head
434,मुझे तो नहीं लगता है कि इस शैतान के आगे मैं सामन्तवादी डण्डे से हांके जा रहे विभाग में तरक्की कर पाऊंगा ।,PRP RP NEG VM VAUX CC DEM NN PSP NST PRP JJ NN PSP VM VAUX VAUX NN PSP NN VM VAUX SYM,NP NP VGF VGF VGF CCP NP2 NP2 NP2 NP2 NP3 NP4 NP4 NP4 VGNF VGNF VGNF NP5 NP5 NP6 VGF2 VGF2 BLK,head child child head child head child head child child head child head child head child child head child head head child head
435,मेरा तो भविष्य तबाह हो गया है ।,PRP RP NN JJ VM VAUX VAUX SYM,NP NP NP2 JJP VGF VGF VGF BLK,head child head head head child child head
436,अब तो मेरे सामने कुआं है पीछे खाई है जायें तो जायें कहां ।,PRP RP PRP NST NN VM NST NN VM VM CC VM WQ SYM,NP NP NP2 NP2 NP3 VGF NP4 NP5 VGF2 VGF3 CCP VGF4 NP6 BLK,head child head child head head head head head head head head head head
437,रोटी के लिये नौकरी तो करना है ।,NN PSP PSP NN RP VM VAUX SYM,NP NP NP NP2 NP2 VGF VGF BLK,head child child head child head child head
438,भविष्य दाव पर लगा दिया हूं दानवीर बाबू ।,NN NN PSP VM VAUX VAUX NNP NN SYM,NP NP2 NP2 VGF VGF VGF NP3 NP3 BLK,head head child head child child child head head
439,दानवीर - चिन्ता से कुछ नहीं होगा ।,NNP SYM NN PSP PRP NEG VM SYM,NP BLK NP2 NP2 NP3 VGF VGF BLK2,head head head child head child head head
440,कर्म करते रहिये परिस्थितियां बदलेगीं ।,NN VM VAUX NN VM SYM,NP VGF VGF NP2 VGF2 BLK,head head child head head head
441,सामन्तवाद और जातिवाद के पोषक तुम्हारी योग्यता का लोहा जरूर मानेंगे ।,NN CC NN PSP NN PRP NN PSP NN RB VM SYM,NP CCP NP2 NP2 NP3 NP4 NP5 NP5 NP6 RBP VGF BLK,head head head child head head head child head head head head
442,विभाग में तुम्हारी तरक्की छीनी जा रही है तो अपनी योग्यता को सृजनात्मक कामों में झोको ।,NN PSP PRP NN VM VAUX VAUX VAUX CC PRP NN PSP JJ NN PSP VM SYM,NP NP NP2 NP3 VGF VGF VGF VGF CCP NP4 NP5 NP5 NP6 NP6 NP6 VGF2 BLK,head child head head head child child child head head head child child head child head head
443,इससे तुम्हें प्रसिद्धि जरूर मिलेगी ।,PRP PRP NN RB VM SYM,NP NP2 NP3 RBP VGF BLK,head head head head head head
444,तुम्हारी राह में कांटा बिछाने वाले देखना एक दिन पछतावे की आग में जलेंगे मरेंगे ।,PRP NN PSP NN VM PSP VM QC NN NN PSP NN PSP VM VM SYM,NP NP2 NP2 NP3 VGNN VGNN VGF NP4 NP4 NP5 NP5 NP6 NP6 VGF2 VGF3 BLK,head head child head head child head child head head child head child head head head
445,भवानीनन्दन - सामन्तवाद के पोषकों की चमड़ी गेंडे की चमड़ी से मोटी हो गयी है दीन - दुखियों के आसूं का कोई असर नहीं होता ।,NNP SYM NN PSP NN PSP NN NN PSP NN PSP JJ VM VAUX VAUX NNC SYM NN PSP NN PSP PRP NN NEG VM SYM,NP BLK NP2 NP2 NP3 NP3 NP4 NP5 NP5 NP6 NP6 JJP VGF VGF VGF NP7 NP7 NP7 NP7 NP8 NP8 NP9 NP9 VGF2 VGF2 BLK2,head head head child head child head head child head child head head child child child child head child head child child head child head head
446,कमजोर वर्ग की योग्यताओं को ठेंगा दिखाकर तकदीर कैद करना ये लोग अच्छी तरह जानते हैं ।,JJ NN PSP NN PSP NN VM NN NN VM DEM NN JJ NN VM VAUX SYM,NP NP NP NP2 NP2 NP3 VGNF NP4 NP5 VGNN NP6 NP6 NP7 NP7 VGF VGF BLK,child head child head child head head head head head child head child head head child head
447,दानवीर - सच कमजोर की कहीं सुनवाई नहीं हो रही है ।,NNP SYM NN NN PSP PRP NN NEG VM VAUX VAUX SYM,NP BLK NP2 NP3 NP3 NP4 NP5 VGF VGF VGF VGF BLK2,head head head head child head head child head child child head
448,हौसला रखो तुम्हारा श्रम बेकार नहीं जायेगा ।,NN VM PRP NN JJ NEG VM SYM,NP VGF NP2 NP3 JJP VGF2 VGF2 BLK,head head head head head child head head
449,भवानीनन्दन - बस हौसले की आक्सीजन पर तो सांसें भर रहा हूं ।,NNP SYM RP NN PSP NN PSP RP NN VM VAUX VAUX SYM,NP BLK BLK2 NP2 NP2 NP3 NP3 NP3 NP4 VGF VGF VGF BLK3,head head head head child head child child head head child child head
450,बाकी कोई आसरा नहीं बचा है ।,JJ PRP NN NEG VM VAUX SYM,NP NP NP VGF VGF VGF BLK,child child head child head child head
451,अब तो दफ्तर में जातीय दबंग लोग गाली तक देने लगे हैं ।,PRP RP NN PSP JJC JJ NN NN RP VM VAUX VAUX SYM,NP NP NP2 NP2 NP3 NP3 NP3 NP4 NP4 VGF VGF VGF BLK,head child head child child child head head child head child child head
